1403328,305,384,323,165,270,28.19
1440968,304,384,320,166,234,28.19
1478340,304,383,320,166,284,28.19
1515724,303,383,320,166,259,28.19
1553064,304,383,319,168,237,28.19
1590404,306,384,321,166,261,28.19
1627716,303,384,321,167,253,28.19
1665060,305,384,319,164,226,28.19
1702372,304,385,322,167,254,28.19
1739724,306,384,320,167,244,28.19
1777128,305,384,321,166,270,28.25
1814460,304,384,321,166,271,28.25
1851796,303,384,321,167,244,28.25
1890676,304,383,320,164,300,28.25
1928144,304,385,319,167,243,28.25
1968264,305,384,320,165,238,28.25
2005724,305,384,320,166,256,28.25
2043284,303,383,320,163,255,28.25
2080848,305,382,322,165,268,28.25
2118336,305,384,321,163,262,28.25
2155792,303,384,320,163,253,28.25
2193260,304,383,321,164,216,28.25
2230748,303,383,320,166,274,28.25
2268256,304,383,320,164,251,28.25
2305724,304,384,320,165,256,28.25
2343240,306,384,322,165,264,28.25
2380832,304,383,322,166,260,28.25
2418292,303,383,320,165,257,28.25
2455780,304,385,321,165,255,28.25
2493248,305,383,320,163,230,28.25
2533528,304,383,321,165,261,28.25
2571028,304,385,320,164,265,28.25
2608556,305,385,321,165,255,28.25
2646032,305,384,321,164,272,28.25
2683516,304,384,321,164,272,28.25
2721004,303,382,321,163,281,28.25
2758448,303,383,321,161,264,28.25
2795932,304,383,321,164,252,28.25
2833424,305,385,320,165,255,28.25
2870940,305,383,321,164,235,28.25
2908428,304,384,320,164,273,28.25
2945900,305,384,319,163,276,28.25
2983464,305,383,321,165,258,28.25
3022136,303,383,320,165,255,28.25
3062600,303,382,321,165,276,28.19
3100156,304,383,319,164,235,28.19
3137624,305,382,320,166,247,28.19
3175072,305,383,320,164,246,28.19
3212612,306,383,321,161,327,28.19
3250188,306,384,320,163,204,28.19
3292832,307,384,320,167,276,28.19
3330284,305,385,317,164,227,28.19
3367732,306,384,323,160,231,28.19
3405172,306,383,320,164,234,28.19
3442740,304,384,323,165,308,28.19
3480312,302,384,319,165,293,28.19
3517856,304,385,322,159,317,28.19
3555424,303,384,319,165,276,28.19
3592984,304,385,321,157,324,28.19
3633336,307,384,323,166,312,28.19
3670888,302,385,322,162,340,28.19
3708436,300,384,320,159,270,28.25
3746000,301,384,320,162,249,28.25
3783548,306,382,323,162,233,28.25
3821092,302,381,320,161,251,28.25
3858660,306,381,322,164,263,28.25
3896212,308,382,322,162,268,28.25
3933712,300,382,327,163,271,28.25
3971172,296,384,321,158,296,28.25
4008648,297,384,321,166,137,28.25
4046088,299,383,319,164,290,28.25
4083688,303,383,316,162,275,28.25
4121196,305,384,316,167,240,28.25
4162404,295,382,325,164,232,28.25
4199988,298,383,318,159,278,28.25
4237476,299,380,318,161,284,28.25
4275012,305,380,315,166,210,28.25
4312492,304,383,312,163,266,28.25
4350044,312,384,320,170,331,28.25
4387656,312,386,316,159,186,28.25
4425244,299,385,322,160,374,28.25
4462728,309,388,320,161,296,28.25
4500208,301,386,318,157,364,28.25
4537688,309,387,323,154,311,28.25
4575168,306,382,313,161,299,28.25
4612652,308,382,327,157,202,28.25
4650184,313,384,323,160,238,28.25
4687660,298,384,326,159,312,28.25
4728032,304,384,318,160,384,28.25
4765504,314,385,318,160,260,28.25
4802988,313,383,317,159,281,28.25
4840480,307,385,322,160,293,28.25
4877960,314,386,319,158,290,28.25
4915444,302,384,324,158,262,28.25
4952956,303,384,326,162,269,28.25
4990548,301,384,323,160,172,28.25
5028084,298,383,325,160,252,28.25
5065560,303,381,322,164,167,28.25
5103032,296,380,321,161,226,28.25
5140528,306,383,325,160,266,28.25
5178012,302,380,319,159,209,28.25
5215484,304,385,325,158,296,28.25
5253056,306,384,318,164,211,28.25
5294280,308,381,323,162,202,28.25
5331736,299,379,321,163,212,28.25
5369080,302,383,324,160,286,28.25
5406404,300,381,318,164,170,28.25
5443728,300,382,321,163,238,28.25
5481056,304,382,321,163,225,28.25
5518408,300,384,320,163,267,28.25
5555880,298,383,320,157,314,28.25
5593332,304,383,317,157,218,28.25
5630652,305,384,320,160,369,28.25
5667988,302,382,317,159,239,28.25
5705368,308,382,313,154,266,28.25
5742720,314,383,319,158,363,28.25
5780112,316,383,316,157,278,28.25
5820332,302,384,322,159,185,28.25
5857900,301,381,319,159,272,28.25
5895304,307,382,319,160,242,28.25
5932636,304,383,316,157,275,28.25
5969984,301,384,323,156,284,28.25
6007360,312,384,317,162,219,28.25
6044724,298,384,321,161,333,28.25
6082068,313,383,319,162,201,28.25
6119492,303,383,319,159,290,28.25
6156952,310,384,320,155,301,28.25
6194396,311,384,318,161,312,28.25
6231724,308,383,325,157,312,28.25
6269076,307,382,325,159,264,28.25
6306432,301,384,322,158,276,28.25
6343788,299,384,326,159,264,28.25
6383888,312,385,318,159,248,28.25
6422440,311,382,323,158,276,28.25
6460080,297,385,321,153,311,28.25
6497564,298,384,325,153,186,28.25
6535056,302,384,321,165,188,28.25
6572556,301,382,322,162,226,28.25
6610048,305,384,320,162,175,28.25
6647524,299,380,313,162,246,28.25
6685032,305,382,321,162,272,28.25
6722636,306,382,320,164,237,28.25
6760224,302,384,320,160,333,28.25
6797716,306,384,320,162,281,28.25
6835236,306,383,318,159,263,28.25
6872736,300,385,322,160,345,28.25
6910276,310,384,321,154,252,28.25
6950644,306,383,320,162,175,28.25
6988252,306,382,314,161,334,28.25
7025832,301,384,321,162,350,28.25
7063372,310,383,320,163,262,28.25
7100840,303,384,317,155,313,28.25
7138328,304,385,322,163,294,28.25
7175812,305,381,320,159,279,28.25
7213356,301,383,320,159,264,28.25
7250920,303,382,321,162,225,28.25
7288496,303,381,319,160,251,28.25
7326084,301,382,320,159,243,28.25
7363660,304,384,321,160,174,28.25
7401156,306,385,319,160,274,28.25
7438620,302,382,321,157,333,28.25
7478912,300,383,320,159,200,28.25
7516376,303,383,320,162,124,28.25
7554892,302,385,314,159,241,28.25
7592504,304,383,321,163,215,28.25
7630140,311,385,318,158,259,28.25
7667596,305,382,318,159,308,28.25
7705072,304,383,321,158,315,28.25
7742528,304,381,319,158,242,28.25
7779992,302,384,322,159,222,28.25
7817452,305,383,324,157,204,28.25
7855008,301,384,320,160,287,28.25
7892576,305,384,320,159,270,28.25
7930140,304,382,317,158,239,28.25
7967588,303,382,319,159,272,28.25
8005044,305,384,320,155,246,28.25
8045248,303,384,321,157,207,28.25
8082692,302,383,322,160,182,28.25
8120132,303,384,319,159,230,28.25
8157656,303,381,318,159,302,28.25
8195228,304,382,320,162,186,28.31
8232728,303,383,320,160,248,28.31
8270184,303,383,319,157,307,28.31
8307644,303,383,321,157,244,28.31
8345096,305,384,319,155,218,28.31
8382552,303,382,320,157,265,28.31
8420004,302,383,321,156,239,28.31
8457548,306,384,320,158,245,28.31
8495152,302,382,319,159,246,28.31
8532648,302,383,321,153,286,28.31
8572856,305,384,320,159,295,28.31
8610332,303,384,321,158,259,28.31
8647828,306,384,319,161,252,28.31
8686340,305,382,320,159,244,28.31
8723932,304,384,319,155,243,28.31
8761476,304,381,320,158,284,28.31
8799000,304,384,321,157,307,28.31
8836508,303,384,322,157,298,28.25
8873992,305,382,319,160,324,28.25
8911464,303,382,321,155,269,28.25
8948944,303,384,320,158,223,28.25
8986408,305,384,320,156,298,28.25
9023912,304,383,320,158,256,28.25
9061472,304,384,320,156,278,28.25
9099048,303,384,320,158,228,28.25
9139296,303,384,321,155,212,28.25
9176780,305,385,317,158,187,28.25
9214240,303,382,321,155,202,28.25
9251736,305,382,320,162,264,28.25
9289208,306,383,321,160,278,28.25
9326744,303,383,319,157,201,28.25
9364328,306,384,321,157,281,28.25
9401860,305,383,320,156,245,28.25
9439332,306,383,320,156,267,28.25
9476812,303,385,322,159,301,28.25
9514264,303,383,320,156,276,28.25
9551724,303,383,321,156,221,28.25
9589208,303,383,321,158,241,28.25
9626736,304,383,320,153,204,28.25
9664344,306,384,321,157,245,28.25
9704516,303,383,318,158,266,28.25
9741864,305,384,320,155,291,28.25
9779208,304,383,320,159,294,28.25
9817544,306,384,318,155,264,28.25
9855000,304,383,319,158,265,28.25
9892356,305,384,321,157,253,28.25
9929848,302,382,320,157,321,28.25
9967300,304,385,320,157,220,28.25
10004652,302,384,317,156,254,28.25
10042064,304,385,320,158,187,28.25
10079456,304,383,320,158,248,28.25
10116848,304,383,321,158,215,28.25
10154260,304,382,321,155,332,28.25
10191696,302,382,320,156,252,28.25
10232000,305,383,321,155,231,28.25
10269564,304,382,320,157,350,28.25
10306948,305,382,321,158,274,28.25
10344352,304,384,321,157,242,28.25
10381752,304,384,321,156,204,28.25
10419148,304,382,320,156,244,28.25
10456568,305,384,320,158,229,28.25
10494008,303,384,320,158,250,28.25
10531492,304,384,319,154,208,28.25
10568976,303,382,320,155,196,28.25
10606380,302,383,321,154,235,28.25
10643772,303,384,320,156,235,28.25
10681172,304,383,321,154,275,28.25
10718564,303,384,321,154,315,28.25
10758728,304,383,321,157,220,28.31
10796324,304,381,320,158,303,28.31
10833976,305,384,320,155,244,28.31
10871504,304,384,321,155,180,28.31
10909020,303,382,320,157,319,28.31
10946544,304,384,320,157,275,28.31
10985028,304,385,320,156,257,28.31
11022704,303,383,320,155,259,28.31
11060256,304,383,321,158,318,28.31
11097784,302,384,319,156,269,28.31
11135364,303,382,321,157,302,28.31
11172916,305,384,320,156,264,28.31
11210440,304,384,319,157,198,28.31
11247960,303,383,320,157,229,28.31
11285504,303,384,322,155,236,28.31
11325840,303,383,319,155,314,28.31
11363448,305,384,321,156,229,28.31
11400968,303,384,318,154,236,28.31
11438536,303,382,321,158,263,28.31
11476060,304,382,322,156,297,28.31
11513576,303,384,320,159,244,28.31
11551096,308,383,320,154,262,28.31
11588620,305,384,320,157,297,28.31
11626152,304,383,320,156,251,28.31
11663660,304,384,321,156,275,28.31
11701268,303,384,321,156,255,28.31
11738800,303,383,321,154,240,28.31
11776316,304,384,320,155,264,28.31
11813856,304,382,321,155,218,28.31
11854132,303,385,320,156,247,28.31
11891648,304,384,319,155,312,28.31
11929164,304,383,320,159,342,28.31
11966676,305,382,321,156,265,28.31
12004216,304,384,320,155,339,28.31
12041736,302,382,322,152,212,28.38
12079248,305,385,320,158,170,28.38
12117752,304,383,321,153,177,28.38
12155364,304,383,320,158,217,28.38
12192872,302,384,321,159,348,28.38
12230408,305,383,320,155,315,28.38
12267972,305,384,319,158,268,28.38
12305592,303,383,320,155,184,28.38
12343092,303,384,319,153,287,28.38
12383396,303,382,318,154,241,28.38
12421000,304,383,321,157,248,28.38
12458556,304,383,320,155,241,28.38
12496076,304,383,318,157,354,28.38
12533612,304,382,321,155,248,28.38
12571216,305,384,319,156,205,28.38
12613972,304,383,318,156,311,28.38
12651480,303,383,323,154,369,28.38
12688980,303,384,318,155,182,28.31
12726496,304,384,321,153,217,28.31
12764044,302,383,320,158,231,28.31
12801648,305,382,322,156,249,28.31
12839260,304,383,319,156,267,28.31
12876888,303,383,321,154,270,28.31
12917316,305,383,321,156,201,28.31
12954924,304,384,322,154,312,28.31
12992568,305,384,320,154,207,28.31
13030200,303,383,321,156,306,28.31
13067820,302,382,320,156,319,28.31
13105444,304,384,320,155,276,28.31
13143080,304,383,320,155,289,28.31
13180696,303,384,320,153,296,28.31
13218328,304,383,319,155,271,28.31
13256964,304,383,319,154,326,28.31
13294584,302,383,319,156,299,28.31
13332140,305,384,321,154,209,28.38
13369708,303,383,320,156,193,28.38
13407368,304,384,321,155,307,28.38
13445000,305,384,320,157,205,28.38
13485384,303,384,320,156,322,28.38
13522908,305,384,320,155,215,28.38
13560432,304,384,320,154,326,28.38
13597952,303,384,320,155,234,28.38
13635484,304,382,321,152,259,28.38
13673044,302,383,319,154,211,28.38
13710708,303,384,320,153,225,28.38
13748360,303,383,319,154,255,28.38
13785928,303,383,320,155,335,28.38
13823436,303,385,321,156,221,28.38
13860996,304,384,319,154,239,28.38
13898556,302,382,321,155,295,28.38
13936080,304,382,320,153,266,28.38
13973672,305,384,321,153,222,28.44
14013928,303,382,320,154,234,28.44
14051468,305,384,320,155,234,28.44
14088872,304,383,320,151,271,28.44
14126260,304,382,321,156,330,28.44
14163644,303,384,319,157,303,28.44
14201056,304,383,321,154,237,28.44
14238448,304,382,320,154,218,28.44
14275868,305,384,320,156,294,28.44
14313336,304,383,319,150,218,28.44
14350868,302,382,320,155,319,28.44
14389292,304,384,321,154,302,28.44
14426836,303,382,320,157,313,28.44
14464240,304,382,319,153,281,28.44
14501620,303,384,321,153,276,28.44
14541808,302,382,321,154,238,28.44
14579468,304,384,319,155,233,28.44
14616960,302,383,319,153,285,28.44
14654416,303,383,320,155,267,28.44
14691832,303,382,320,154,263,28.44
14729248,301,382,320,154,259,28.44
14766644,303,384,320,154,279,28.44
14804056,304,382,320,154,305,28.44
14841464,304,383,318,154,267,28.44
14878924,304,384,321,154,232,28.44
14916452,304,382,320,155,245,28.44
14953888,304,384,319,153,236,28.44
14991296,304,382,320,155,266,28.44
15028688,303,383,321,149,208,28.44
15068856,305,384,322,154,243,28.44
15106392,304,383,320,155,298,28.44
15143944,302,382,321,152,334,28.44
15181596,304,384,320,157,264,28.44
15219228,304,382,320,154,309,28.44
15256764,304,383,320,154,212,28.44
15294284,305,383,320,152,246,28.44
15331836,304,384,319,151,237,28.44
15369376,303,383,320,155,242,28.44
15406896,305,383,320,151,274,28.44
15444424,304,383,320,157,256,28.44
15482060,303,384,320,153,302,28.44
15520664,303,384,320,153,276,28.44
15558300,303,384,318,156,243,28.44
15598564,304,382,320,154,256,28.44
15636072,304,384,319,152,260,28.44
15673604,301,383,319,152,230,28.44
15711120,301,383,321,157,340,28.44
15748724,304,382,319,154,208,28.44
15786396,304,384,321,151,262,28.44
15823980,305,384,320,154,155,28.44
15861504,306,383,320,151,253,28.44
15899028,303,384,320,153,323,28.44
15936584,303,382,319,154,272,28.44
15974148,304,384,322,156,303,28.44
16011672,305,382,320,154,242,28.44
16049260,304,384,321,150,277,28.44
16086888,304,383,321,152,230,28.44
16124464,304,383,321,155,302,28.44
16164728,304,384,320,154,233,28.44
16202256,303,383,320,154,220,28.44
