1389928,320,386,416,175,256,29.13
1427400,320,386,420,175,266,29.13
1464736,320,387,417,175,275,29.13
1502076,320,387,403,175,263,29.13
1539432,320,387,391,175,270,29.13
1576796,320,387,399,175,276,29.13
1614156,320,387,400,174,259,29.13
1651516,320,386,390,175,268,29.13
1688968,320,386,378,174,270,29.13
1726364,320,387,386,174,276,29.13
1763692,320,387,392,174,261,29.06
1801020,319,386,385,174,274,29.06
1838352,320,386,374,174,260,29.06
1875668,320,387,378,174,273,29.06
1913000,320,387,387,174,272,29.06
1953212,320,386,376,174,262,29.06
1990796,320,386,372,173,273,29.06
2028256,320,386,385,173,275,29.06
2067292,320,387,382,174,261,29.06
2104904,320,387,372,173,274,29.06
2142400,320,386,375,173,274,29.06
2179868,320,387,385,173,271,29.06
2217356,320,387,379,173,266,29.06
2254988,320,386,369,173,272,29.06
2292568,320,386,374,173,265,29.06
2330056,320,386,384,174,261,29.06
2367524,320,387,378,173,260,29.06
2405024,320,386,369,170,258,29.13
2442492,320,386,373,173,264,29.13
2482768,320,386,381,173,260,29.13
2520324,320,387,372,172,271,29.13
2557900,320,386,368,172,267,29.13
2595424,320,387,382,172,262,29.13
2632932,320,386,381,172,264,29.13
2670396,320,386,371,172,270,29.13
2707884,320,387,368,172,271,29.13
2745392,320,386,381,172,277,29.13
2782872,320,386,380,172,274,29.13
2820400,320,386,370,172,266,29.13
2857996,320,387,369,172,270,29.13
2895512,319,386,381,171,275,29.13
2933000,320,386,381,172,266,29.13
2970476,320,387,371,172,253,29.13
3007936,320,386,370,171,280,29.13
3048160,320,386,384,171,263,29.06
3085612,320,386,379,172,265,29.06
3123188,320,386,366,172,279,29.06
3160748,320,386,375,171,233,29.06
3199408,320,386,378,171,265,29.06
3236996,320,386,370,172,260,29.06
3274496,319,386,367,170,307,29.06
3311972,320,387,387,171,215,29.06
3349460,320,387,403,170,241,29.06
3386944,319,386,420,171,270,29.06
3424432,320,387,441,171,317,29.06
3461960,320,387,474,172,247,29.06
3499448,320,386,499,169,287,29.06
3536928,320,386,539,170,224,29.06
3574396,320,386,585,171,257,29.06
3614620,320,386,600,171,231,29.06
3652204,320,387,564,170,282,29.06
3689716,320,386,528,170,288,29.13
3727292,320,387,529,170,280,29.13
3764804,320,384,539,170,289,29.13
3802288,321,387,537,171,255,29.13
3839784,320,386,518,170,292,29.13
3877280,319,387,509,170,256,29.13
3914824,320,386,499,170,313,29.13
3952296,319,387,472,170,279,29.13
3989872,320,386,440,170,267,29.13
4027464,320,387,408,169,247,29.13
4064980,319,386,302,170,280,29.13
4102448,320,386,207,170,236,29.13
4142700,320,386,158,168,228,29.13
4180196,320,387,150,170,244,29.13
4217752,320,387,133,170,289,29.13
4255340,320,386,100,170,259,29.13
4292928,320,386,82,169,251,29.13
4331484,320,386,100,169,246,29.13
4369072,320,386,98,170,247,29.13
4406508,320,386,96,170,284,29.13
4443936,321,386,138,170,275,29.13
4481412,319,387,211,169,263,29.13
4518952,320,386,240,169,250,29.13
4556428,320,386,254,168,266,29.13
4594056,320,387,276,169,274,29.13
4631608,320,387,304,168,252,29.13
4669072,320,386,326,169,253,29.13
4709340,320,387,341,169,270,29.13
4746816,320,386,370,169,260,29.13
4784296,320,386,371,170,276,29.13
4821780,320,386,354,168,257,29.13
4859352,320,386,338,169,233,29.13
4896936,320,387,341,169,295,29.13
4934464,320,388,340,168,251,29.13
4971948,320,387,331,169,231,29.06
5009420,318,387,330,168,266,29.06
5046876,319,387,347,169,271,29.06
5084384,320,387,356,169,275,29.06
5121880,320,387,359,168,260,29.06
5159400,320,387,358,169,283,29.06
5197000,320,386,371,168,222,29.06
5234516,320,387,374,169,253,29.06
5274612,320,387,363,168,299,29.06
5311952,320,387,369,168,256,29.06
5349292,320,387,377,168,238,29.06
5386648,320,386,370,167,285,29.06
5424000,319,386,339,168,224,29.06
5462452,320,386,325,167,296,29.06
5500048,320,387,314,167,262,29.06
5537388,319,386,334,167,257,29.06
5574736,319,386,348,167,280,29.06
5612084,320,387,377,167,259,29.13
5649428,320,387,403,167,232,29.13
5686748,320,386,412,166,264,29.13
5724080,320,386,404,168,237,29.13
5761504,320,387,407,168,270,29.13
5801688,320,387,394,166,247,29.13
5839152,319,387,364,165,246,29.13
5876520,320,386,334,167,263,29.13
5913864,320,387,310,168,231,29.13
5951216,320,386,292,167,265,29.13
5988552,320,386,279,168,241,29.13
6025956,320,386,264,168,293,29.13
6063400,319,386,271,166,274,29.13
6100812,320,386,274,167,302,29.13
6138164,320,386,278,167,253,29.13
6175520,320,386,282,166,282,29.13
6212856,319,387,300,167,251,29.13
6250208,320,386,317,166,249,29.13
6287552,320,386,317,166,266,29.13
6324900,320,387,300,167,248,29.13
6365148,320,386,307,166,297,29.13
6402628,320,386,305,167,278,29.13
6440140,320,386,295,166,310,29.13
6477624,319,386,299,166,250,29.13
6515096,320,387,326,167,237,29.13
6552632,320,387,350,167,258,29.13
6591100,320,386,359,168,244,29.13
6628800,319,386,372,167,295,29.13
6666392,320,386,374,165,244,29.13
6703872,320,387,367,166,233,29.13
6741336,320,386,349,167,260,29.13
6778824,320,386,338,167,293,29.13
6816316,320,385,342,166,292,29.13
6853808,320,386,341,166,222,29.13
6894092,320,387,325,167,247,29.13
6931684,320,387,337,166,294,29.13
6969188,320,386,337,166,279,29.13
7006656,320,387,334,165,259,29.13
7044140,319,386,334,166,246,29.13
7081632,319,387,345,167,319,29.13
7119100,320,388,350,166,295,29.13
7156564,320,386,350,166,245,29.13
7194112,320,386,347,166,229,29.13
7231700,320,387,359,165,291,29.13
7269216,320,386,358,167,316,29.13
7306688,320,387,352,166,217,29.13
7344184,320,386,349,166,217,29.13
7381652,320,387,364,166,277,29.13
7419140,320,386,368,165,281,29.13
7459376,319,387,361,166,280,29.13
7496944,319,387,368,162,222,29.13
7534504,319,387,375,166,254,29.06
7571952,319,385,377,165,268,29.06
7609408,319,386,365,166,285,29.06
7646860,319,388,370,166,302,29.06
7684348,319,386,378,165,213,29.06
7722836,321,387,374,165,269,29.06
7760432,319,386,366,165,258,29.06
7797904,320,386,375,165,269,29.06
7835404,321,386,379,167,268,29.06
7872868,319,386,374,167,236,29.06
7910336,320,386,368,164,272,29.06
7947824,319,387,377,168,246,29.06
7985292,320,386,384,163,259,29.06
8025500,320,387,374,164,300,29.06
8062960,320,386,372,164,230,29.06
8100412,320,387,384,165,263,29.06
8137924,320,387,383,165,210,29.06
8175384,320,387,376,165,272,29.13
8212852,319,386,377,168,280,29.13
8250328,320,387,381,163,290,29.13
8287792,320,387,383,164,241,29.13
8325260,320,389,375,165,269,29.13
8362740,318,387,372,161,293,29.13
8400280,320,386,386,169,332,29.13
8437752,320,386,384,166,170,29.13
8475248,320,387,378,164,256,29.13
8512712,320,387,378,166,269,29.13
8552936,320,385,389,164,308,29.13
8590436,320,386,383,164,314,29.13
8627908,319,386,374,165,268,29.13
8665456,322,386,384,165,323,29.13
8702964,319,386,386,165,276,29.13
8740444,320,387,379,165,282,29.13
8777944,318,388,373,164,265,29.13
8815424,320,386,386,168,343,29.13
8853904,321,386,389,165,294,29.13
8891548,318,386,387,163,251,29.13
8929028,319,385,378,164,221,29.13
8966520,319,387,390,164,261,29.13
9004084,321,386,392,163,233,29.13
9041552,319,385,381,163,247,29.13
9079052,319,385,377,164,298,29.13
9119300,318,385,390,164,273,29.13
9156880,319,385,387,163,227,29.13
9194360,320,386,381,166,255,29.13
9231872,319,385,384,163,262,29.13
9269448,319,387,384,165,227,29.13
9306996,319,385,386,163,240,29.13
9344492,318,385,374,164,246,29.13
9382040,319,385,393,165,310,29.13
9419648,320,384,391,165,243,29.13
9457180,319,384,387,163,178,29.19
9494672,319,385,380,162,258,29.19
9532208,319,385,395,163,273,29.19
9569784,319,387,402,163,296,29.19
9612528,319,386,416,164,186,29.19
9649996,319,385,432,163,328,29.19
9690124,319,386,438,163,260,29.19
9727520,318,385,424,162,219,29.19
9764980,319,385,431,164,228,29.19
9802404,320,385,436,163,246,29.19
9839864,319,385,433,162,313,29.19
9877308,320,386,420,162,238,29.19
9914760,320,386,421,163,311,29.19
9952232,318,386,417,164,284,29.19
9990688,319,385,403,163,219,29.19
10028276,318,385,379,165,341,29.19
10065784,319,386,406,165,225,29.19
10103272,318,386,430,164,316,29.13
10140776,320,386,477,164,280,29.13
10178272,315,385,516,161,249,29.13
10218540,320,386,535,162,282,29.13
10256156,318,385,513,163,305,29.13
10293556,320,385,509,163,319,29.13
10330992,319,385,585,162,319,29.13
10368392,320,385,672,163,251,29.13
10405792,319,386,725,163,299,29.13
10443180,319,385,742,162,338,29.13
10480668,317,385,783,163,254,29.13
10518204,318,386,845,164,304,29.13
10555652,323,386,918,163,212,29.13
10593112,320,384,910,164,270,29.13
10630576,320,386,898,162,245,29.13
10667968,320,385,866,163,299,29.13
10705388,320,385,755,162,286,29.13
10745528,319,385,580,162,206,29.19
10783160,319,385,516,162,342,29.19
10820808,318,385,551,162,300,29.19
10858304,320,386,598,160,262,29.19
10895884,317,385,553,163,293,29.19
